Income,EconomicOrientation,PaidMembership,Satisfaction,PurchaseFreq,SOW,Revenue
85000,3,1,0.46,6.0,0.15,5000
36000,2,0,0.25,0.0,0.0,0
36000,2,0,0.25,2.0,0.1,6000
72000,3,1,0.73,5.0,0.15,14000
44000,2,0,0.37,3.0,0.1,5000
86000,4,1,0.75,4.0,0.25,7000
99000,5,1,0.93,4.0,0.25,12000
23000,2,0,0.1,2.0,0.1,10000
77000,3,1,0.67,3.0,0.2,14000
31000,3,0,0.33,2.0,0.15,6000
41000,2,0,0.36,2.0,0.25,13000
16000,1,0,0.32,3.0,0.05,9000
70000,3,1,0.64,4.0,0.2,15000
16000,1,0,0.29,2.0,0.05,7000
98000,4,0,0.12,3.0,0.1,8000
51000,4,0,0.36,5.0,0.15,7000
16000,1,0,0.23,2.0,0.1,14000
82000,3,0,0.22,3.0,0.1,5000
82000,4,1,0.8,4.0,0.15,12000
55000,2,0,0.06,2.0,0.1,9000
37000,3,0,0.51,1.0,0.15,5000
89000,4,1,0.59,4.0,0.25,7000
47000,3,1,0.52,4.0,0.1,6000
82000,4,1,0.32,5.0,0.15,7000
89000,4,1,0.87,5.0,0.25,9000
81000,4,1,0.63,4.0,0.1,6000
80000,3,1,0.75,3.0,0.05,5000
54000,3,0,0.46,0.0,0.0,0
84000,4,1,0.78,5.0,0.3,10000
90000,4,1,0.88,5.0,0.4,9000
54000,3,0,0.31,3.0,0.05,6000
19000,0,0,0.59,3.0,0.1,8000
67000,3,1,0.73,6.0,0.15,5000
29000,2,0,0.39,4.0,0.05,13000
57000,2,0,0.53,3.0,0.15,6000
82000,3,1,0.58,2.0,0.15,5000
67000,4,1,0.71,5.0,0.2,11000
28000,1,0,0.41,6.0,0.05,7000
76000,3,0,0.26,4.0,0.1,5000
66000,4,0,0.41,5.0,0.1,4000
43000,3,0,0.17,4.0,0.15,6000
56000,3,1,0.39,6.0,0.2,10000
41000,2,1,0.91,6.0,0.2,6000
55000,3,0,0.17,5.0,0.05,4000
72000,4,1,0.8,6.0,0.2,9000
90000,5,1,0.57,4.0,0.3,14000
63000,3,1,0.8,5.0,0.1,4000
59000,3,0,0.35,4.0,0.1,10000
89000,3,1,0.73,5.0,0.1,14000
96000,3,1,0.36,5.0,0.1,15000
69000,3,0,0.39,4.0,0.05,8000
28000,3,1,0.78,5.0,0.15,6000
98000,5,1,0.68,3.0,0.05,6000
21000,2,0,0.1,5.0,0.1,9000
48000,2,1,0.69,5.0,0.05,7000
98000,5,1,0.52,6.0,0.4,15000
28000,1,0,0.46,0.0,0.0,0
69000,3,1,0.58,6.0,0.15,5000
90000,5,1,0.58,5.0,0.25,10000
64000,3,0,0.2,4.0,0.15,4000
24000,2,0,0.48,3.0,0.05,5000
29000,2,0,0.26,2.0,0.05,3000
43000,3,0,0.46,2.0,0.1,4000
95000,4,1,0.56,5.0,0.15,5000
55000,3,1,0.65,5.0,0.1,6000
56000,3,0,0.36,0.0,0.0,0
73000,3,1,0.81,5.0,0.1,9000
30000,2,0,0.5,1.0,0.05,6000
31000,1,0,0.19,1.0,0.0,6000
34000,2,0,0.55,3.0,0.2,8000
89000,3,1,0.82,5.0,0.1,8000
72000,3,0,0.7,5.0,0.1,7000
48000,3,0,0.45,5.0,0.15,4000
37000,3,0,0.34,0.0,0.0,0
64000,3,1,0.72,3.0,0.05,9000
21000,1,0,0.69,5.0,0.1,7000
88000,3,1,0.51,2.0,0.3,6000
40000,3,0,0.33,0.0,0.0,0
100000,4,1,0.82,5.0,0.3,8000
67000,3,1,0.91,5.0,0.15,7000
19000,1,0,0.65,0.0,0.0,0
81000,4,0,0.16,2.0,0.1,4000
24000,2,0,0.4,3.0,0.1,6000
90000,4,0,0.22,1.0,0.2,3000
41000,3,0,0.35,0.0,0.0,0
41000,3,0,0.17,1.0,0.15,8000
46000,3,0,0.53,3.0,0.2,5000
92000,3,1,0.27,5.0,0.2,5000
89000,5,1,0.5,3.0,0.15,17000
53000,3,1,0.85,6.0,0.15,11000
91000,4,0,0.28,0.0,0.0,0
47000,2,0,0.58,1.0,0.05,5000
23000,2,0,0.5,0.0,0.0,0
55000,4,0,0.23,3.0,0.25,8000
59000,4,0,0.21,3.0,0.1,3000
99000,4,1,0.26,6.0,0.1,12000
88000,3,1,0.64,4.0,0.3,6000
66000,3,1,0.84,6.0,0.2,6000
53000,2,0,0.36,3.0,0.0,3000
74000,4,1,0.72,6.0,0.15,7000
67000,4,0,0.56,4.0,0.2,12000
49000,2,0,0.39,3.0,0.15,6000
93000,4,1,0.67,4.0,0.3,10000
94000,5,1,0.29,4.0,0.3,13000
53000,3,0,0.22,3.0,0.2,6000
51000,2,1,0.77,2.0,0.15,10000
95000,5,1,0.54,4.0,0.4,10000
87000,4,1,0.61,3.0,0.15,8000
67000,3,1,0.86,3.0,0.15,16000
68000,3,1,0.42,6.0,0.25,7000
60000,4,1,0.84,4.0,0.3,16000
89000,4,1,0.79,6.0,0.4,14000
33000,2,0,0.54,2.0,0.15,11000
29000,1,0,0.4,2.0,0.1,3000
80000,4,1,0.67,5.0,0.35,11000
89000,5,1,0.56,5.0,0.25,7000
91000,4,0,0.31,2.0,0.2,9000
76000,4,0,0.4,1.0,0.2,3000
17000,0,0,0.37,4.0,0.05,5000
43000,3,0,0.51,3.0,0.1,6000
100000,4,1,0.58,6.0,0.3,12000
65000,3,1,0.7,2.0,0.2,8000
81000,4,1,0.68,6.0,0.55,17000
78000,3,1,0.64,5.0,0.2,12000
17000,1,0,0.23,3.0,0.05,5000
98000,4,1,0.79,3.0,0.15,9000
37000,3,0,0.36,0.0,0.0,0
56000,3,0,0.35,1.0,0.15,6000
37000,2,1,0.83,4.0,0.1,5000
48000,3,0,0.5,1.0,0.2,7000
87000,5,1,0.64,3.0,0.15,8000
66000,3,1,0.81,4.0,0.3,9000
94000,4,1,0.68,6.0,0.1,6000
43000,2,0,0.28,0.0,0.0,0
43000,3,0,0.25,2.0,0.15,7000
16000,0,0,0.37,2.0,0.05,2000
31000,2,0,0.31,2.0,0.15,4000
35000,3,0,0.23,0.0,0.0,0
17000,1,0,0.26,0.0,0.0,0
79000,4,1,0.58,6.0,0.2,6000
73000,3,1,0.66,2.0,0.25,15000
59000,3,0,0.43,1.0,0.15,6000
26000,2,0,0.26,0.0,0.0,0
83000,4,1,0.84,6.0,0.15,6000
56000,4,0,0.34,0.0,0.0,0
84000,4,1,0.68,5.0,0.1,5000
93000,4,1,0.55,4.0,0.25,9000
38000,3,0,0.47,5.0,0.15,9000
65000,4,1,0.6,6.0,0.2,18000
69000,4,0,0.27,0.0,0.0,0
21000,1,0,0.21,0.0,0.0,0
90000,4,1,0.72,6.0,0.25,10000
95000,3,1,0.9,5.0,0.15,9000
21000,1,0,0.53,3.0,0.05,10000
30000,3,0,0.43,3.0,0.1,2000
44000,2,0,0.32,4.0,0.15,10000
75000,4,1,0.66,5.0,0.3,10000
76000,4,0,0.28,3.0,0.2,12000
36000,3,0,0.45,3.0,0.05,8000
97000,4,1,0.43,3.0,0.05,8000
69000,4,0,0.52,6.0,0.1,8000
23000,1,0,0.48,3.0,0.1,6000
28000,2,0,0.4,2.0,0.1,13000
90000,4,1,0.6,6.0,0.15,9000
21000,2,0,0.18,2.0,0.15,6000
58000,3,1,0.87,6.0,0.35,9000
90000,4,1,0.84,4.0,0.1,5000
56000,3,0,0.07,0.0,0.0,0
29000,1,0,0.62,3.0,0.1,7000
94000,5,1,0.68,3.0,0.45,16000
85000,4,1,0.61,5.0,0.15,6000
47000,2,0,0.23,0.0,0.0,0
79000,4,0,0.2,3.0,0.1,3000
39000,3,0,0.37,2.0,0.1,5000
78000,4,1,0.78,0.0,0.0,0
61000,3,0,0.32,4.0,0.15,6000
16000,2,0,0.15,5.0,0.1,6000
97000,5,1,0.48,5.0,0.2,8000
71000,4,1,0.84,3.0,0.2,12000
21000,1,0,0.43,0.0,0.0,0
53000,3,0,0.27,3.0,0.25,4000
74000,3,0,0.2,3.0,0.1,7000
89000,5,1,0.97,0.0,0.0,0
18000,2,0,0.3,1.0,0.05,3000
83000,3,0,0.29,6.0,0.1,7000
92000,5,1,0.98,4.0,0.2,10000
85000,4,1,0.36,2.0,0.15,13000
34000,2,0,0.19,0.0,0.0,0
23000,2,0,0.14,3.0,0.1,10000
32000,2,0,0.53,0.0,0.0,0
29000,2,0,0.05,4.0,0.1,4000
70000,4,0,0.49,2.0,0.15,11000
24000,1,0,0.03,0.0,0.0,0
41000,2,0,0.4,2.0,0.05,5000
85000,5,1,0.55,4.0,0.15,5000
53000,3,1,0.47,2.0,0.1,13000
94000,3,1,0.66,5.0,0.1,8000
95000,4,1,0.91,5.0,0.3,9000
64000,4,1,0.9,5.0,0.15,6000
51000,3,0,0.14,2.0,0.15,5000
67000,3,1,0.71,4.0,0.1,9000
52000,4,0,0.62,1.0,0.2,16000
20000,0,0,0.33,0.0,0.0,0
34000,3,0,0.45,3.0,0.1,5000
84000,3,0,0.4,3.0,0.05,7000
83000,4,1,0.61,6.0,0.1,11000
64000,3,1,0.6,6.0,0.25,6000
89000,3,1,0.48,2.0,0.2,7000
40000,3,0,0.25,1.0,0.1,4000
93000,3,1,0.61,5.0,0.15,12000
52000,3,0,0.39,1.0,0.1,4000
25000,2,0,0.44,3.0,0.1,6000
77000,4,1,0.91,5.0,0.1,11000
64000,4,0,0.42,5.0,0.1,4000
87000,5,0,0.25,3.0,0.4,6000
84000,4,1,0.77,3.0,0.15,5000
39000,3,0,0.05,2.0,0.05,3000
19000,2,0,0.22,4.0,0.05,4000
78000,4,1,0.54,6.0,0.15,12000
16000,2,0,0.22,2.0,0.1,7000
58000,2,0,0.23,2.0,0.05,8000
47000,2,1,0.71,2.0,0.15,5000
91000,4,1,0.83,7.0,0.2,6000
57000,3,0,0.51,4.0,0.1,13000
69000,3,1,0.75,0.0,0.0,0
96000,4,1,0.51,4.0,0.25,6000
25000,1,0,0.36,0.0,0.0,0
51000,3,0,0.53,3.0,0.15,6000
52000,3,0,0.12,0.0,0.0,0
49000,4,0,0.72,5.0,0.25,5000
26000,2,0,0.19,1.0,0.2,15000
34000,3,0,0.24,0.0,0.0,0
89000,4,0,0.14,0.0,0.0,0
62000,4,1,0.82,2.0,0.45,6000
85000,4,1,0.85,5.0,0.2,14000
30000,3,0,0.37,4.0,0.05,10000
89000,5,1,0.39,6.0,0.2,9000
83000,4,1,0.63,6.0,0.2,11000
66000,3,0,0.35,1.0,0.05,4000
70000,3,1,0.9,3.0,0.15,7000
94000,5,1,0.55,6.0,0.2,8000
76000,4,1,0.68,6.0,0.25,8000
93000,5,1,0.57,7.0,0.2,8000
48000,3,1,0.74,3.0,0.15,7000
17000,1,0,0.23,3.0,0.1,7000
48000,3,0,0.25,2.0,0.15,7000
28000,3,0,0.32,6.0,0.05,5000
88000,3,0,0.44,0.0,0.0,0
69000,3,1,0.28,4.0,0.1,9000
45000,2,1,0.68,5.0,0.15,6000
51000,2,1,0.61,2.0,0.2,6000
38000,3,0,0.3,1.0,0.1,5000
22000,1,0,0.15,1.0,0.05,11000
65000,4,1,0.83,6.0,0.15,9000
56000,2,1,0.38,2.0,0.1,10000
56000,3,1,0.81,3.0,0.15,5000
38000,3,1,0.68,3.0,0.15,11000
55000,3,0,0.01,1.0,0.1,4000
90000,3,1,0.76,6.0,0.15,10000
91000,4,0,0.22,5.0,0.1,3000
38000,2,0,0.28,6.0,0.05,7000
23000,2,0,0.48,4.0,0.2,10000
82000,4,1,0.46,4.0,0.15,8000
73000,3,1,0.79,3.0,0.25,9000
24000,2,0,0.15,4.0,0.05,5000
70000,3,1,0.58,5.0,0.1,10000
21000,1,0,0.53,1.0,0.05,5000
95000,5,1,0.89,4.0,0.3,11000
60000,3,0,0.32,0.0,0.0,0
70000,3,1,0.76,5.0,0.25,7000
70000,4,1,0.68,7.0,0.2,10000
78000,4,1,0.75,5.0,0.25,6000
21000,2,0,0.51,1.0,0.2,5000
88000,4,1,0.67,6.0,0.15,6000
15000,1,0,0.28,2.0,0.05,4000
95000,4,0,0.44,1.0,0.25,4000
53000,3,0,0.85,2.0,0.15,5000
80000,4,0,0.16,3.0,0.15,5000
81000,3,0,0.43,0.0,0.0,0
47000,3,0,0.12,0.0,0.0,0
79000,4,0,0.15,4.0,0.1,4000
72000,4,1,0.84,3.0,0.15,11000
19000,1,0,0.33,5.0,0.05,12000
86000,4,0,0.3,3.0,0.1,3000
50000,4,0,0.59,5.0,0.2,6000
99000,5,1,0.95,4.0,0.15,7000
45000,2,0,0.29,3.0,0.15,8000
97000,5,1,0.87,7.0,0.4,6000
76000,4,0,0.07,1.0,0.05,6000
26000,3,1,0.92,3.0,0.05,7000
93000,4,0,0.17,0.0,0.0,0
84000,3,0,0.04,4.0,0.05,3000
55000,3,0,0.12,5.0,0.1,4000
88000,4,1,0.5,3.0,0.2,7000
98000,4,1,0.69,3.0,0.2,9000
58000,3,0,0.43,0.0,0.0,0
99000,4,1,0.62,5.0,0.2,14000
15000,0,0,0.6,1.0,0.0,3000
58000,3,1,0.44,2.0,0.15,10000
59000,3,1,0.68,3.0,0.1,5000
45000,3,0,0.67,3.0,0.1,12000
90000,4,1,0.91,7.0,0.15,8000
38000,2,0,0.26,3.0,0.05,6000
21000,2,0,0.71,6.0,0.1,7000
45000,3,0,0.38,5.0,0.1,12000
58000,4,0,0.37,3.0,0.15,5000
60000,4,0,0.06,6.0,0.1,6000
26000,1,0,0.2,0.0,0.0,0
27000,2,0,0.9,2.0,0.1,3000
73000,4,1,0.48,6.0,0.2,11000
15000,1,0,0.19,1.0,0.05,6000
97000,4,1,0.58,2.0,0.1,6000
34000,2,0,0.73,0.0,0.0,0
51000,4,0,0.11,2.0,0.1,4000
72000,3,1,0.69,4.0,0.1,8000
27000,2,0,0.27,1.0,0.05,3000
99000,4,1,0.68,5.0,0.2,11000
45000,2,0,0.23,5.0,0.1,4000
50000,4,0,0.46,2.0,0.15,6000
80000,3,1,0.68,6.0,0.25,13000
51000,4,0,0.4,5.0,0.55,18000
16000,0,0,0.58,4.0,0.05,5000
77000,5,1,0.83,6.0,0.55,13000
68000,4,1,0.57,5.0,0.15,11000
83000,4,1,0.53,6.0,0.2,10000
24000,2,0,0.26,2.0,0.05,7000
42000,2,0,0.42,0.0,0.0,0
63000,4,1,0.9,6.0,0.15,8000
26000,2,0,0.4,1.0,0.1,13000
97000,4,1,0.54,5.0,0.15,5000
58000,3,1,0.87,4.0,0.2,7000
44000,2,0,0.38,0.0,0.0,0
53000,3,0,0.17,4.0,0.1,3000
48000,3,0,0.45,3.0,0.35,6000
99000,5,1,0.46,5.0,0.15,11000
17000,1,0,0.47,4.0,0.1,7000
66000,3,1,0.33,6.0,0.15,11000
21000,1,0,0.45,1.0,0.1,4000
29000,3,0,0.14,3.0,0.1,2000
43000,3,0,0.24,4.0,0.1,6000
94000,5,1,0.78,5.0,0.15,11000
30000,3,0,0.34,2.0,0.05,12000
26000,2,0,0.28,3.0,0.1,4000
42000,3,0,0.34,1.0,0.1,3000
60000,4,1,0.65,2.0,0.1,7000
96000,4,1,0.66,5.0,0.2,7000
17000,1,0,0.29,1.0,0.05,5000
20000,1,0,0.15,3.0,0.05,11000
40000,3,1,0.95,4.0,0.1,10000
27000,2,0,0.39,3.0,0.05,7000
98000,5,1,0.54,5.0,0.15,9000
67000,3,0,0.11,6.0,0.1,5000
64000,3,1,0.7,3.0,0.2,7000
99000,4,0,0.32,3.0,0.25,4000
86000,3,1,0.7,5.0,0.2,10000
32000,2,0,0.18,0.0,0.0,0
31000,3,0,0.39,3.0,0.15,7000
28000,2,0,0.38,3.0,0.0,4000
55000,3,0,0.33,3.0,0.1,7000
37000,3,0,0.12,4.0,0.15,7000
42000,3,0,0.1,1.0,0.05,4000
70000,4,1,0.55,4.0,0.25,5000
99000,4,1,0.64,4.0,0.2,7000
66000,3,0,0.38,2.0,0.35,9000
57000,3,0,0.66,2.0,0.25,13000
20000,1,0,0.57,1.0,0.1,12000
23000,2,0,0.37,3.0,0.05,5000
43000,2,0,0.32,3.0,0.05,11000
56000,3,0,0.65,2.0,0.25,8000
94000,3,1,0.8,4.0,0.35,9000
64000,4,1,0.77,4.0,0.25,7000
20000,2,0,0.29,3.0,0.1,3000
78000,4,1,0.34,5.0,0.35,13000
29000,2,0,0.44,4.0,0.1,2000
78000,3,1,0.67,6.0,0.15,8000
58000,3,1,0.78,5.0,0.15,13000
39000,3,0,0.45,0.0,0.0,0
54000,3,0,0.43,0.0,0.0,0
72000,3,0,0.31,5.0,0.1,5000
88000,3,1,0.6,2.0,0.2,9000
80000,4,0,0.25,3.0,0.2,12000
92000,3,1,0.52,3.0,0.15,5000
45000,4,0,0.38,4.0,0.1,3000
49000,2,0,0.11,0.0,0.0,0
93000,4,0,0.13,3.0,0.15,9000
34000,3,1,0.32,5.0,0.15,6000
31000,2,0,0.76,0.0,0.0,0
87000,5,1,0.8,3.0,0.1,4000
95000,5,1,0.69,4.0,0.4,11000
52000,3,1,0.9,6.0,0.25,13000
65000,4,0,0.27,3.0,0.1,8000
48000,4,0,0.34,3.0,0.35,6000
64000,3,1,0.91,4.0,0.25,10000
65000,3,1,0.7,5.0,0.15,10000
20000,1,0,0.34,0.0,0.0,0
15000,0,0,0.59,0.0,0.0,0
34000,1,0,0.26,0.0,0.0,0
92000,5,1,0.2,6.0,0.15,10000
96000,4,1,0.16,6.0,0.15,7000
88000,3,1,0.48,2.0,0.25,15000
30000,3,0,0.47,0.0,0.0,0
59000,3,0,0.33,2.0,0.1,4000
42000,3,0,0.23,2.0,0.1,3000
43000,2,0,0.29,2.0,0.1,5000
54000,3,0,0.3,1.0,0.1,6000
70000,4,1,0.61,3.0,0.3,7000
46000,2,0,0.4,0.0,0.0,0
42000,3,0,0.12,2.0,0.1,8000
18000,2,0,0.38,2.0,0.05,7000
77000,4,1,0.61,3.0,0.3,7000
96000,4,1,0.7,2.0,0.1,4000
54000,3,0,0.56,3.0,0.15,4000
27000,2,0,0.33,3.0,0.05,7000
33000,2,0,0.24,4.0,0.1,5000
75000,4,1,0.65,4.0,0.2,10000
51000,4,0,0.37,2.0,0.15,7000
62000,3,0,0.57,2.0,0.1,5000
78000,4,1,0.72,4.0,0.25,13000
74000,3,1,0.7,3.0,0.25,18000
90000,4,1,0.45,3.0,0.2,5000
32000,2,0,0.27,5.0,0.15,12000
100000,3,1,0.48,4.0,0.15,5000
76000,4,1,0.57,3.0,0.15,7000
90000,4,1,0.65,5.0,0.15,6000
64000,3,0,0.02,1.0,0.2,6000
39000,3,0,0.43,5.0,0.15,7000
92000,4,1,0.81,6.0,0.1,7000
69000,3,1,0.7,3.0,0.2,6000
60000,3,1,0.85,5.0,0.1,10000
64000,3,0,0.19,3.0,0.05,5000
19000,1,0,0.41,0.0,0.0,0
33000,3,0,0.28,1.0,0.1,11000
35000,2,0,0.27,6.0,0.05,9000
75000,3,1,0.49,3.0,0.15,6000
81000,4,0,0.17,3.0,0.15,5000
45000,3,0,0.64,4.0,0.1,7000
76000,3,1,0.54,3.0,0.2,13000
76000,4,1,0.71,7.0,0.3,8000
21000,2,0,0.37,1.0,0.25,4000
92000,5,1,0.68,4.0,0.25,15000
34000,2,0,0.16,0.0,0.0,0
22000,2,0,0.35,5.0,0.1,13000
40000,3,1,0.67,5.0,0.2,8000
76000,4,0,0.59,7.0,0.2,13000
72000,4,0,0.9,3.0,0.1,9000
17000,2,0,0.45,6.0,0.1,5000
80000,4,1,0.92,2.0,0.15,6000
86000,4,0,0.28,5.0,0.15,5000
35000,2,0,0.29,5.0,0.05,9000
34000,2,1,0.88,5.0,0.1,9000
74000,4,1,0.69,5.0,0.15,6000
48000,2,1,0.67,4.0,0.15,8000
43000,2,0,0.61,3.0,0.2,7000
18000,1,0,0.4,3.0,0.05,8000
23000,2,0,0.07,4.0,0.05,8000
59000,3,0,0.28,3.0,0.05,6000
20000,1,0,0.49,3.0,0.05,7000
24000,2,0,0.35,4.0,0.15,3000
63000,4,1,0.83,6.0,0.35,12000
67000,4,0,0.31,3.0,0.1,15000
66000,4,0,0.15,2.0,0.15,10000
83000,4,1,0.5,4.0,0.2,9000
66000,3,1,0.55,4.0,0.15,8000
88000,4,1,0.53,6.0,0.2,11000
39000,2,0,0.22,5.0,0.1,6000
52000,2,1,0.7,2.0,0.25,4000
46000,3,1,0.82,4.0,0.25,9000
90000,5,1,0.64,5.0,0.15,13000
28000,2,0,0.53,1.0,0.1,3000
24000,2,0,0.48,5.0,0.05,5000
62000,3,1,0.73,6.0,0.15,13000
80000,4,0,0.32,4.0,0.15,12000
37000,2,0,0.46,0.0,0.0,0
27000,1,0,0.3,0.0,0.0,0
44000,3,1,0.89,4.0,0.2,10000
68000,4,0,0.45,0.0,0.0,0
87000,4,1,0.85,5.0,0.25,8000
27000,1,0,0.19,2.0,0.05,3000
40000,2,0,0.37,1.0,0.05,10000
61000,3,0,0.06,1.0,0.05,6000
20000,0,0,0.26,2.0,0.05,6000
53000,4,1,0.55,4.0,0.15,5000
82000,4,0,0.26,3.0,0.25,8000
98000,5,1,0.65,6.0,0.3,5000
45000,2,0,0.27,3.0,0.05,12000
16000,2,0,0.34,2.0,0.05,3000
24000,1,0,0.47,1.0,0.05,4000
95000,4,1,0.79,6.0,0.2,6000
71000,4,0,0.17,1.0,0.05,3000
61000,3,0,0.05,2.0,0.2,7000
21000,1,0,0.25,0.0,0.0,0
71000,4,0,0.31,3.0,0.15,4000
80000,4,1,0.74,4.0,0.35,7000
61000,4,0,0.44,3.0,0.15,6000
92000,4,1,0.7,5.0,0.3,8000
38000,3,0,0.46,3.0,0.15,4000
52000,3,0,0.15,1.0,0.15,7000
72000,4,0,0.32,4.0,0.15,4000
99000,4,1,0.6,6.0,0.15,12000
30000,2,0,0.38,4.0,0.05,7000
89000,3,1,0.3,3.0,0.2,17000
62000,4,1,0.73,4.0,0.15,9000
66000,4,1,0.64,3.0,0.2,10000
50000,4,0,0.14,4.0,0.1,9000
80000,3,1,0.62,5.0,0.1,9000
49000,3,0,0.41,5.0,0.05,5000
77000,4,1,0.82,5.0,0.15,7000
51000,4,0,0.08,1.0,0.2,8000
71000,3,0,0.04,0.0,0.0,0
43000,4,0,0.35,2.0,0.15,9000
80000,3,1,0.82,2.0,0.25,8000
28000,2,0,0.51,3.0,0.15,9000
89000,4,1,0.79,3.0,0.25,17000
36000,2,0,0.43,4.0,0.1,6000
65000,4,0,0.21,2.0,0.15,6000
21000,2,0,0.28,6.0,0.1,5000
90000,5,1,0.71,4.0,0.25,7000
98000,5,1,0.91,5.0,0.55,10000
58000,4,1,0.55,5.0,0.25,5000
23000,2,0,0.44,0.0,0.0,0
43000,2,0,0.39,3.0,0.05,4000
35000,2,0,0.46,3.0,0.1,3000
90000,4,1,0.79,4.0,0.15,6000
83000,3,1,0.62,3.0,0.2,6000
58000,2,0,0.16,0.0,0.0,0
17000,2,0,0.5,1.0,0.1,2000
33000,2,0,0.41,1.0,0.05,2000
93000,5,1,0.13,5.0,0.1,11000
95000,3,1,0.37,3.0,0.1,5000
86000,5,1,0.77,7.0,0.4,13000
57000,3,1,0.84,4.0,0.1,8000
73000,4,1,0.66,5.0,0.1,4000
32000,2,0,0.69,4.0,0.15,5000
34000,2,0,0.32,4.0,0.05,6000
57000,3,0,0.46,4.0,0.2,9000
57000,3,1,0.71,4.0,0.25,9000
91000,4,1,0.65,4.0,0.2,13000
44000,3,1,0.58,5.0,0.3,8000
53000,3,0,0.27,6.0,0.1,5000
31000,3,0,0.08,0.0,0.0,0
99000,5,1,0.76,5.0,0.45,11000
26000,1,0,0.29,5.0,0.05,5000
80000,3,0,0.34,3.0,0.15,5000
61000,3,0,0.65,2.0,0.25,8000
79000,3,1,0.57,3.0,0.15,10000
67000,3,1,0.84,5.0,0.35,10000
81000,4,1,0.36,5.0,0.25,6000
89000,5,1,0.75,5.0,0.2,7000
45000,3,0,0.35,2.0,0.1,3000
88000,3,1,0.58,5.0,0.1,9000
80000,3,0,0.31,2.0,0.2,8000
77000,4,0,0.37,2.0,0.15,4000
60000,3,0,0.36,4.0,0.1,3000
41000,2,0,0.5,3.0,0.15,5000
29000,3,0,0.16,2.0,0.05,7000
34000,2,0,0.34,0.0,0.0,0
97000,3,1,0.55,5.0,0.25,7000
41000,2,0,0.11,5.0,0.15,4000
94000,4,1,0.56,4.0,0.25,6000
92000,4,0,0.32,0.0,0.0,0
95000,4,0,0.43,1.0,0.2,2000
19000,2,0,0.16,5.0,0.15,13000
100000,4,1,0.78,5.0,0.35,11000
81000,3,1,0.7,2.0,0.55,19000
67000,3,1,0.68,3.0,0.25,10000
55000,2,0,0.3,2.0,0.05,6000
76000,4,0,0.24,4.0,0.2,5000
56000,4,0,0.17,6.0,0.15,8000
30000,2,0,0.1,0.0,0.0,0
82000,4,1,0.42,4.0,0.3,11000
50000,2,0,0.26,4.0,0.1,9000
92000,5,1,0.53,6.0,0.15,9000
93000,4,1,0.34,3.0,0.15,4000
74000,4,0,0.22,0.0,0.0,0
48000,4,0,0.19,1.0,0.15,3000
19000,1,0,0.21,2.0,0.05,9000
60000,2,1,0.25,3.0,0.2,6000
55000,2,0,0.4,2.0,0.05,4000
88000,5,1,0.68,5.0,0.25,8000
56000,2,0,0.38,5.0,0.1,4000
65000,3,0,0.47,3.0,0.1,8000
56000,3,0,0.35,3.0,0.15,11000
86000,3,1,0.58,4.0,0.1,8000
76000,4,1,0.45,3.0,0.1,11000
84000,3,1,0.15,3.0,0.1,9000
78000,3,1,0.69,4.0,0.15,5000
32000,1,1,0.47,5.0,0.1,9000
29000,3,0,0.58,2.0,0.15,5000
35000,3,0,0.64,4.0,0.2,3000
94000,3,1,0.8,6.0,0.2,11000
51000,3,0,0.22,2.0,0.1,3000
66000,4,0,0.25,0.0,0.0,0
87000,4,1,0.62,5.0,0.15,10000
67000,3,1,0.54,5.0,0.2,13000
19000,2,0,0.53,0.0,0.0,0
58000,4,0,0.36,3.0,0.1,2000
95000,3,1,0.63,2.0,0.15,14000
40000,2,0,0.35,1.0,0.1,4000
34000,3,0,0.45,5.0,0.1,10000
67000,3,1,0.38,5.0,0.15,5000
24000,2,0,0.35,0.0,0.0,0
59000,3,0,0.31,2.0,0.05,5000
39000,3,0,0.09,0.0,0.0,0
32000,2,0,0.13,4.0,0.1,10000
39000,3,0,0.18,0.0,0.0,0
40000,2,0,0.02,0.0,0.0,0
79000,5,1,0.45,4.0,0.4,7000
33000,3,0,0.56,3.0,0.15,6000
38000,3,1,0.79,6.0,0.2,8000
67000,4,1,0.96,5.0,0.15,7000
53000,3,1,0.8,5.0,0.2,17000
21000,1,0,0.35,2.0,0.05,4000
78000,3,1,0.67,2.0,0.2,10000
32000,3,0,0.23,0.0,0.0,0
89000,4,1,0.93,5.0,0.1,10000
30000,3,0,0.27,6.0,0.05,5000
54000,3,0,0.21,2.0,0.1,3000
38000,3,0,0.41,0.0,0.0,0
58000,4,1,0.8,3.0,0.2,12000
70000,3,0,0.31,0.0,0.0,0
92000,5,1,0.74,4.0,0.35,5000
35000,3,0,0.38,1.0,0.1,14000
43000,3,0,0.24,1.0,0.3,3000
34000,2,1,0.53,5.0,0.1,9000
72000,4,0,0.37,3.0,0.1,4000
99000,4,1,0.67,5.0,0.15,13000
86000,3,1,0.31,2.0,0.15,5000
25000,1,0,0.3,1.0,0.05,3000
42000,3,0,0.38,3.0,0.1,4000
34000,2,0,0.47,1.0,0.15,2000
46000,2,1,0.59,5.0,0.2,8000
81000,4,1,0.85,5.0,0.15,15000
31000,2,0,0.11,5.0,0.05,4000
60000,4,1,0.68,4.0,0.25,11000
32000,3,0,0.22,0.0,0.0,0
96000,5,1,0.79,5.0,0.2,6000
75000,4,1,0.64,6.0,0.1,7000
